Date,FB,AMZN,AAPL,NFLX,GOOGL,FB_Ret,AMZN_Ret,AAPL_Ret,NFLX_Ret,GOOGL_Ret
2012-07-12,30.81,215.36,18.45,12.14,285.53,-0.0051662899580239285,-0.013783944681045934,-0.009129967776584369,0.04116638078902235,-0.0012242899118511952
2012-07-13,30.72,218.39,18.64,12.13,288.55,-0.0029211295034079487,0.014069465081723465,0.010298102981029844,-0.0008237232289950436,0.010576822050222479
2012-07-16,28.25,216.01,18.7,11.85,287.75,-0.08040364583333326,-0.010897934887128535,0.0032188841201716833,-0.023083264633141032,-0.0027724831051810783
2012-07-17,28.09,216.93,18.7,11.68,288.65,-0.005663716814159336,0.0042590620804592305,0.0,-0.014345991561181437,0.003127715030408318
2012-07-18,29.11,217.47,18.68,11.61,290.67,0.03631185475258092,0.00248928225694911,-0.0010695187165775666,-0.0059931506849315586,0.006998094578209102
2012-07-19,29.0,226.17,18.93,11.87,296.83,-0.0037787701820679587,0.040005518002482976,0.013383297644539605,0.02239448751076667,0.02119241751814771
2012-07-20,28.76,228.29,18.62,11.69,305.72,-0.008275862068965467,0.009373480125569378,-0.01637612255678811,-0.015164279696714411,0.02994980291749494
2012-07-23,28.75,226.01,18.6,11.42,308.06,-0.0003477051460362146,-0.009987296859257921,-0.0010741138560687036,-0.02309666381522668,0.007654062540886963
2012-07-24,28.45,223.04,18.51,11.48,304.09,-0.01043478260869568,-0.013141011459669949,-0.004838709677419395,0.005253940455341555,-0.012887099915600997
2012-07-25,29.34,217.05,17.71,8.61,304.3,0.03128295254833047,-0.026856169296986976,-0.04321988114532693,-0.2500000000000001,0.0006905850241705203
2012-07-26,26.85,220.01,17.71,8.14,306.99,-0.0848670756646216,0.013637410734853583,0.0,-0.05458768873403008,0.00883996056523162
2012-07-27,23.71,237.32,18.03,8.42,317.8,-0.1169459962756052,0.07867824189809558,0.01806888763410508,0.03439803439803435,0.03521287338349777
2012-07-30,23.15,236.09,18.33,8.25,316.47,-0.023618726275833057,-0.00518287544244056,0.01663893510815284,-0.020190023752969077,-0.004185022026431673
2012-07-31,21.71,233.3,18.82,8.12,316.8,-0.062203023758099274,-0.011817527214197932,0.026732133115112022,-0.01575757575757586,0.0010427528675702735
2012-08-01,20.88,232.09,18.7,7.79,316.66,-0.03823122984799643,-0.005186455207886853,-0.006376195536663132,-0.04064039408866982,-0.00044191919191916007
2012-08-02,20.04,230.81,18.73,7.7,314.69,-0.04022988505747127,-0.005515101900124941,0.0016042780748664054,-0.011553273427471145,-0.006221183603865477
2012-08-03,21.09,234.97,18.97,7.7,320.99,0.05239520958083843,0.018023482518088496,0.012813667912439763,0.0,0.02001970192888236
2012-08-06,21.92,233.99,19.18,8.11,321.73,0.039355144618302695,-0.004170745201515058,0.011070110701107083,0.0532467532467531,0.0023053677684663487
2012-08-07,20.72,236.56,19.13,8.27,320.59,-0.054744525547445355,0.010983375357921155,-0.002606882168926017,0.019728729963008673,-0.003543343797594356
2012-08-08,20.72,234.38,19.1,8.26,321.44,0.0,-0.009215421034832638,-0.001568217459487542,-0.0012091898428052694,0.0026513615521384093
2012-08-09,21.01,234.06,19.21,8.27,321.5,0.013996138996139162,-0.001365304206843554,0.0057591623036648,0.001210653753026536,0.00018666002986567065
2012-08-10,21.81,232.75,19.24,8.56,321.32,0.0380771061399332,-0.005596855507134957,0.001561686621551095,0.03506650544135437,-0.000559875583203806
2012-08-13,21.6,232.44,19.49,8.56,330.34,-0.009628610729023213,-0.0013319011815252635,0.012993762993763092,0.0,0.028071704220091975
2012-08-14,20.38,233.19,19.55,8.82,334.66,-0.05648148148148158,0.0032266391326793986,0.003078501795792832,0.030373831775700966,0.01307743536961925
2012-08-15,21.2,237.42,19.52,9.04,334.1,0.04023552502453387,0.01813971439598605,-0.001534526854219953,0.02494331065759625,-0.0016733401063766529
2012-08-16,19.87,241.55,19.69,9.19,336.77,-0.06273584905660368,0.01739533316485553,0.008709016393442681,0.0165929203539823,0.00799161927566594
2012-08-17,19.05,241.17,20.05,9.1,338.91,-0.0412682435832914,-0.0015731732560547718,0.018283392585068503,-0.009793253536452662,0.006354485257000553
